txnId,timestamp,userName,userVpa,channel,amount,currency,merchantName,merchantVpa,merchantCategory,city,state,latitude,longitude,deviceId,deviceTrust,ipAddress,vpnDetected,botDetected,checkoutDurationSeconds,fraudScore,decisionTier,actionTaken,isFraud,fraudPatternType,fraudPatternDescription
"UPI-IND-2026-00016","2026-09-08T02:17:34.068Z","Aarav Sharma","aarav.sharma97@okhdfcbank","UPI_QR_P2M",372,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Chennai","Tamil Nadu",13.0827,80.2707,"DEV-PHONE-AAR-15","TRUSTED","103.21.45.44",false,false,13,8,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00017","2026-09-08T02:18:34.068Z","Priya Patel","priya.patel44@okhdfcbank","UPI_QR_P2M",46,"INR","Sharmaji Chai & Sweets (Jaipur)","sharmachai@upi","Local Kirana & Dining","Mumbai","Maharashtra",19.076,72.8777,"DEV-PHONE-PRI-16","NEW","103.21.48.44",false,false,12,51,"TIER_2_ADAPTIVE_STEP_UP","1-Tap Biometric Challenge",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00018","2026-09-08T02:19:34.068Z","Rohan Verma","rohan.verma30@okhdfcbank","UPI_QR_P2M",621,"INR","BookMyShow","bookmyshow@icici","Entertainment & Tickets","Pune","Maharashtra",18.5204,73.8567,"DEV-PHONE-ROH-17","NEW","103.21.51.44",false,false,18,36,"TIER_2_ADAPTIVE_STEP_UP","1-Tap Biometric Challenge",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00019","2026-09-08T02:20:34.068Z","Ananya Iyer","ananya.iyer44@okhdfcbank","UPI_QR_P2M",2514,"INR","D-Mart Ready","dmart@sbi","Supermarket","Chennai","Tamil Nadu",13.0827,80.2707,"DEV-PHONE-ANA-18","TRUSTED","103.21.54.44",false,false,12,11,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00020","2026-09-08T02:21:34.068Z","Vikram Singh","vikram.singh20@okhdfcbank","UPI_QR_P2M",2951,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Pune","Maharashtra",18.5204,73.8567,"DEV-PHONE-VIK-19","TRUSTED","103.21.57.44",false,false,16,9,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00021","2026-09-08T02:22:34.068Z","Sneha Kulkarni","sneha.kulkarni22@okhdfcbank","UPI_QR_P2M",453,"INR","Zomato","zomato@icici","Dining & Quick Food","Pune","Maharashtra",18.5204,73.8567,"DEV-PHONE-SNE-0","TRUSTED","103.21.60.44",false,false,17,12,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00022","2026-09-08T02:23:34.068Z","Aditya Joshi","aditya.joshi60@okhdfcbank","UPI_QR_P2M",441,"INR","Swiggy Food","swiggy@axisbank","Dining & Quick Food","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-ADI-1","TRUSTED","103.21.63.44",false,false,14,9,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00023","2026-09-08T02:24:34.068Z","Kavya Nair","kavya.nair55@okhdfcbank","UPI_QR_P2M",1890,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Mumbai","Maharashtra",19.076,72.8777,"DEV-PHONE-KAV-2","TRUSTED","103.21.66.44",false,false,13,10,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00024","2026-09-08T02:25:34.068Z","Rahul Gupta","rahul.gupta98@okhdfcbank","UPI_QR_P2M",370,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Mumbai","Maharashtra",19.076,72.8777,"DEV-PHONE-RAH-3","TRUSTED","103.21.69.44",false,false,12,2,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00025","2026-09-08T02:26:34.068Z","Pooja Reddy","pooja.reddy26@okhdfcbank","UPI_QR_P2M",1670,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-POO-4","NEW","103.21.72.44",false,false,16,59,"TIER_2_ADAPTIVE_STEP_UP","1-Tap Biometric Challenge",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00026","2026-09-08T02:27:34.068Z","Manish Chawla","manish.chawla26@okhdfcbank","UPI_QR_P2M",715,"INR","IRCTC Train Tickets","irctc@sbi","Government Transit","Chennai","Tamil Nadu",13.0827,80.2707,"DEV-PHONE-MAN-5","TRUSTED","103.21.75.44",false,false,12,2,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00027","2026-09-08T02:28:34.068Z","Neha Deshmukh","neha.deshmukh32@okhdfcbank","UPI_QR_P2M",1265,"INR","IRCTC Train Tickets","irctc@sbi","Government Transit","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-NEH-6","TRUSTED","103.21.78.44",false,false,18,5,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00028","2026-09-08T02:29:34.068Z","Arjun Kapoor","arjun.kapoor12@okhdfcbank","UPI_QR_P2M",408,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-ARJ-7","TRUSTED","103.21.81.44",false,false,15,10,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00029","2026-09-08T02:30:34.068Z","Divya Sundaram","divya.sundaram21@okhdfcbank","UPI_P2P",46206,"INR","Jamtara P2P Mule Laundering Cluster","mule_823@upi","Mule Ring Layering","Jamtara","Telangana",17.385,78.4867,"DEV-UNVERIFIED-28","UNVERIFIED","103.44.28.12",false,false,8,92,"TIER_3_SURGICAL_BLOCK","Auto-Quarantine & FrictionZero Intercept",1,"MULE_NETWORK_P2P","Rapid layering of funds across 5 newly activated Jan Dhan accounts within 90 seconds."
"UPI-IND-2026-00030","2026-09-08T02:31:34.068Z","Siddharth Rao","siddharth.rao89@okhdfcbank","UPI_QR_P2M",175,"INR","Uber India","uber.india@hdfcbank","Rideshare & Transport","Pune","Maharashtra",18.5204,73.8567,"DEV-PHONE-SID-9","TRUSTED","103.21.87.44",false,false,18,11,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00031","2026-09-08T02:32:34.068Z","Aarav Sharma","aarav.sharma48@okhdfcbank","UPI_QR_P2M",323,"INR","Swiggy Food","swiggy@axisbank","Dining & Quick Food","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-AAR-10","TRUSTED","103.21.90.44",false,false,18,5,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00032","2026-09-08T02:33:34.068Z","Priya Patel","priya.patel82@okhdfcbank","UPI_QR_P2M",2128,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Ahmedabad","Gujarat",23.0225,72.5714,"DEV-PHONE-PRI-11","TRUSTED","103.21.93.44",false,false,18,10,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00033","2026-09-08T02:34:34.068Z","Rohan Verma","rohan.verma58@okhdfcbank","UPI_QR_P2M",631,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Hyderabad","Telangana",17.385,78.4867,"DEV-PHONE-ROH-12","TRUSTED","103.21.96.44",false,false,14,10,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00034","2026-09-08T02:35:34.068Z","Ananya Iyer","ananya.iyer23@okhdfcbank","UPI_QR_P2M",636,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Hyderabad","Telangana",17.385,78.4867,"DEV-PHONE-ANA-13","TRUSTED","103.21.99.44",false,false,16,13,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00035","2026-09-08T02:36:34.068Z","Vikram Singh","vikram.singh75@okhdfcbank","UPI_QR_P2M",338,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Pune","Maharashtra",18.5204,73.8567,"DEV-PHONE-VIK-14","TRUSTED","103.21.102.44",false,false,14,9,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00036","2026-09-08T02:37:34.068Z","Sneha Kulkarni","sneha.kulkarni57@okhdfcbank","UPI_QR_P2M",1006,"INR","Amazon Pay India","amazonpay@apl","E-Commerce","Mumbai","Maharashtra",19.076,72.8777,"DEV-PHONE-SNE-15","TRUSTED","103.21.105.44",false,false,16,5,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00037","2026-09-08T02:38:34.068Z","Aditya Joshi","aditya.joshi31@okhdfcbank","UPI_QR_P2M",426,"INR","Blinkit Instant","blinkit@kotak","Quick Commerce Grocery","Chennai","Tamil Nadu",13.0827,80.2707,"DEV-PHONE-ADI-16","TRUSTED","103.21.108.44",false,false,19,3,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00038","2026-09-08T02:39:34.068Z","Kavya Nair","kavya.nair76@okhdfcbank","CARD",143870,"INR","Overseas IP Impossible Travel (VPN/Frankfurt)","mule_288@upi","Cross-Border Datacenter Anomaly","Ahmedabad","Gujarat",23.0225,72.5714,"DEV-UNVERIFIED-37","UNVERIFIED","185.220.101.5",true,false,8,91,"TIER_3_SURGICAL_BLOCK","Auto-Quarantine & FrictionZero Intercept",1,"IMPOSSIBLE_TRAVEL_FRANKFURT","Card payment routed via Frankfurt datacenter IP 12 minutes after QR scan at Jaipur metro."
"UPI-IND-2026-00039","2026-09-08T02:40:34.068Z","Rahul Gupta","rahul.gupta22@okhdfcbank","UPI_QR_P2M",1663,"INR","D-Mart Ready","dmart@sbi","Supermarket","Hyderabad","Telangana",17.385,78.4867,"DEV-PHONE-RAH-18","TRUSTED","103.21.114.44",false,false,12,3,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00040","2026-09-08T02:41:34.068Z","Pooja Reddy","pooja.reddy53@okhdfcbank","UPI_QR_P2M",933,"INR","BookMyShow","bookmyshow@icici","Entertainment & Tickets","Bengaluru","Karnataka",12.9716,77.5946,"DEV-PHONE-POO-19","TRUSTED","103.21.117.44",false,false,13,13,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00041","2026-09-08T02:42:34.068Z","Manish Chawla","manish.chawla38@okhdfcbank","UPI_QR_P2M",2704,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Delhi NCR","Delhi",28.6139,77.209,"DEV-PHONE-MAN-0","TRUSTED","103.21.120.44",false,false,14,13,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00042","2026-09-08T02:43:34.068Z","Neha Deshmukh","neha.deshmukh76@okhdfcbank","UPI_QR_P2M",231,"INR","Swiggy Food","swiggy@axisbank","Dining & Quick Food","Ahmedabad","Gujarat",23.0225,72.5714,"DEV-PHONE-NEH-1","TRUSTED","103.21.123.44",false,false,13,6,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00043","2026-09-08T02:44:34.068Z","Arjun Kapoor","arjun.kapoor14@okhdfcbank","UPI_QR_P2M",565,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Chennai","Tamil Nadu",13.0827,80.2707,"DEV-PHONE-ARJ-2","TRUSTED","103.21.126.44",false,false,15,3,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00044","2026-09-08T02:45:34.068Z","Divya Sundaram","divya.sundaram91@okhdfcbank","UPI_P2P",28601,"INR","Jamtara P2P Mule Laundering Cluster","mule_179@upi","Mule Ring Layering","Jamtara","Telangana",17.385,78.4867,"DEV-UNVERIFIED-43","UNVERIFIED","103.44.43.12",false,false,8,92,"TIER_3_SURGICAL_BLOCK","Auto-Quarantine & FrictionZero Intercept",1,"MULE_NETWORK_P2P","Rapid layering of funds across 5 newly activated Jan Dhan accounts within 90 seconds."
"UPI-IND-2026-00045","2026-09-08T02:46:34.068Z","Siddharth Rao","siddharth.rao10@okhdfcbank","UPI_QR_P2M",531,"INR","Zepto","zepto@ybl","Quick Commerce Grocery","Lucknow","Uttar Pradesh",26.8467,80.9462,"DEV-PHONE-SID-4","TRUSTED","103.21.132.44",false,false,15,9,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00046","2026-09-08T02:47:34.068Z","Aarav Sharma","aarav.sharma84@okhdfcbank","UPI_QR_P2M",858,"INR","IRCTC Train Tickets","irctc@sbi","Government Transit","Chennai","Tamil Nadu",13.0827,80.2707,"DEV-PHONE-AAR-5","TRUSTED","103.21.135.44",false,false,19,5,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00047","2026-09-08T02:48:34.068Z","Priya Patel","priya.patel13@okhdfcbank","UPI_P2P",12928,"INR","Jamtara P2P Mule Laundering Cluster","mule_164@upi","Mule Ring Layering","Jamtara","Telangana",17.385,78.4867,"DEV-UNVERIFIED-46","UNVERIFIED","103.44.46.12",false,false,8,92,"TIER_3_SURGICAL_BLOCK","Auto-Quarantine & FrictionZero Intercept",1,"MULE_NETWORK_P2P","Rapid layering of funds across 5 newly activated Jan Dhan accounts within 90 seconds."
"UPI-IND-2026-00048","2026-09-08T02:49:34.068Z","Rohan Verma","rohan.verma59@okhdfcbank","UPI_QR_P2M",2629,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Pune","Maharashtra",18.5204,73.8567,"DEV-PHONE-ROH-7","TRUSTED","103.21.141.44",false,false,16,10,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00049","2026-09-08T02:50:34.068Z","Ananya Iyer","ananya.iyer73@okhdfcbank","UPI_QR_P2M",712,"INR","Blinkit Instant","blinkit@kotak","Quick Commerce Grocery","Lucknow","Uttar Pradesh",26.8467,80.9462,"DEV-PHONE-ANA-8","TRUSTED","103.21.144.44",false,false,15,5,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00050","2026-09-08T02:51:34.068Z","Vikram Singh","vikram.singh76@okhdfcbank","UPI_QR_P2M",658,"INR","Blinkit Instant","blinkit@kotak","Quick Commerce Grocery","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-VIK-9","TRUSTED","103.21.147.44",false,false,12,4,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00051","2026-09-08T02:52:34.068Z","Sneha Kulkarni","sneha.kulkarni12@okhdfcbank","UPI_QR_P2M",3063,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Pune","Maharashtra",18.5204,73.8567,"DEV-PHONE-SNE-10","TRUSTED","103.21.150.44",false,false,18,6,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00052","2026-09-08T02:53:34.068Z","Aditya Joshi","aditya.joshi93@okhdfcbank","UPI_QR_P2M",225,"INR","Uber India","uber.india@hdfcbank","Rideshare & Transport","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-ADI-11","TRUSTED","103.21.153.44",false,false,18,10,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00053","2026-09-08T02:54:34.068Z","Kavya Nair","kavya.nair40@okhdfcbank","UPI_QR_P2M",2063,"INR","Flipkart Online","flipkart@okaxis","E-Commerce","Mumbai","Maharashtra",19.076,72.8777,"DEV-PHONE-KAV-12","TRUSTED","103.21.156.44",false,false,17,12,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00054","2026-09-08T02:55:34.068Z","Rahul Gupta","rahul.gupta97@okhdfcbank","UPI_QR_P2M",318,"INR","Uber India","uber.india@hdfcbank","Rideshare & Transport","Delhi NCR","Delhi",28.6139,77.209,"DEV-PHONE-RAH-13","TRUSTED","103.21.159.44",false,false,19,11,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00055","2026-09-08T02:56:34.068Z","Pooja Reddy","pooja.reddy59@okhdfcbank","UPI_QR_P2M",2334,"INR","D-Mart Ready","dmart@sbi","Supermarket","Kolkata","West Bengal",22.5726,88.3639,"DEV-PHONE-POO-14","TRUSTED","103.21.162.44",false,false,12,5,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
"UPI-IND-2026-00056","2026-09-08T02:57:34.068Z","Manish Chawla","manish.chawla62@okhdfcbank","UPI_QR_P2M",261,"INR","Swiggy Food","swiggy@axisbank","Dining & Quick Food","Chennai","Tamil Nadu",13.0827,80.2707,"DEV-PHONE-MAN-15","TRUSTED","103.21.165.44",false,false,14,10,"TIER_1_ZERO_FRICTION","Silent Seamless Approval (<15ms)",0,"BENIGN_AUTHENTIC_UPI","Verified NPCI UPI transaction on trusted hardware"
